img_rel_path,pid,camid
train/68_c3s6_3.jpg,68,3
train/96_c6s5_0.jpg,96,6
train/44_c2s1_6.jpg,44,2
train/143_c4s2_4.jpg,143,4
train/139_c5s3_9.jpg,139,5
train/66_c6s2_7.jpg,66,6
train/174_c6s1_3.jpg,174,6
train/131_c2s4_1.jpg,131,2
train/151_c1s6_1.jpg,151,1
train/30_c3s6_0.jpg,30,3
train/126_c5s5_0.jpg,126,5
train/149_c5s1_7.jpg,149,5
train/65_c2s6_5.jpg,65,2
train/96_c2s5_8.jpg,96,2
train/71_c2s2_6.jpg,71,2
train/165_c6s3_3.jpg,165,6
train/82_c5s4_7.jpg,82,5
train/154_c3s3_5.jpg,154,3
train/63_c5s5_6.jpg,63,5
train/117_c2s6_3.jpg,117,2
train/14_c1s4_5.jpg,14,1
train/108_c2s2_8.jpg,108,2
train/138_c6s3_7.jpg,138,6
train/131_c3s6_4.jpg,131,3
train/159_c2s5_7.jpg,159,2
train/88_c5s5_1.jpg,88,5
train/145_c2s3_0.jpg,145,2
train/115_c4s2_8.jpg,115,4
train/123_c4s1_6.jpg,123,4
train/132_c4s1_4.jpg,132,4
train/25_c4s6_1.jpg,25,4
train/151_c3s5_4.jpg,151,3
train/56_c4s4_1.jpg,56,4
train/118_c2s3_6.jpg,118,2
train/33_c6s6_1.jpg,33,6
train/138_c5s6_3.jpg,138,5
train/121_c6s5_5.jpg,121,6
train/100_c5s1_4.jpg,100,5
train/142_c2s5_12.jpg,142,2
train/172_c1s1_11.jpg,172,1
train/12_c5s2_0.jpg,12,5
train/60_c2s4_0.jpg,60,2
train/71_c2s4_2.jpg,71,2
train/22_c5s5_1.jpg,22,5
train/117_c5s5_9.jpg,117,5
train/127_c1s4_6.jpg,127,1
train/155_c5s1_4.jpg,155,5
train/49_c2s3_5.jpg,49,2
train/130_c4s4_3.jpg,130,4
train/187_c6s6_9.jpg,187,6
train/123_c6s6_4.jpg,123,6
train/145_c1s6_5.jpg,145,1
train/100_c4s1_0.jpg,100,4
train/68_c3s4_2.jpg,68,3
train/25_c4s2_4.jpg,25,4
train/28_c5s6_6.jpg,28,5
train/29_c3s2_3.jpg,29,3
train/133_c5s4_8.jpg,133,5
train/165_c6s5_6.jpg,165,6
train/22_c6s4_0.jpg,22,6
train/118_c2s5_1.jpg,118,2
train/66_c5s5_2.jpg,66,5
train/172_c1s4_7.jpg,172,1
train/134_c6s2_9.jpg,134,6
train/117_c2s2_6.jpg,117,2
train/145_c2s5_7.jpg,145,2
train/27_c4s1_4.jpg,27,4
train/149_c6s5_13.jpg,149,6
train/26_c1s2_7.jpg,26,1
train/90_c3s3_3.jpg,90,3
train/49_c1s6_0.jpg,49,1
train/12_c4s4_2.jpg,12,4
train/118_c2s1_5.jpg,118,2
train/101_c3s1_4.jpg,101,3
train/117_c3s4_5.jpg,117,3
train/101_c2s3_3.jpg,101,2
train/171_c4s4_0.jpg,171,4
train/154_c3s3_2.jpg,154,3
train/148_c3s3_12.jpg,148,3
train/15_c5s3_2.jpg,15,5
train/131_c5s3_8.jpg,131,5
train/27_c6s6_3.jpg,27,6
train/56_c4s6_6.jpg,56,4
train/155_c5s5_5.jpg,155,5
train/5_c3s6_4.jpg,5,3
train/178_c3s4_13.jpg,178,3
train/27_c6s4_1.jpg,27,6
train/131_c1s5_6.jpg,131,1
train/186_c5s6_1.jpg,186,5
train/121_c6s5_0.jpg,121,6
train/25_c6s3_5.jpg,25,6
train/96_c6s5_7.jpg,96,6
train/175_c1s6_11.jpg,175,1
train/175_c1s1_0.jpg,175,1
train/12_c5s2_5.jpg,12,5
train/122_c3s1_7.jpg,122,3
train/127_c1s6_1.jpg,127,1
train/177_c1s2_0.jpg,177,1
train/30_c2s2_6.jpg,30,2
train/153_c3s6_13.jpg,153,3
train/22_c5s5_4.jpg,22,5
train/65_c3s2_3.jpg,65,3
train/154_c1s6_3.jpg,154,1
train/96_c4s4_3.jpg,96,4
train/2_c6s1_9.jpg,2,6
train/127_c1s4_2.jpg,127,1
train/159_c6s5_11.jpg,159,6
train/182_c2s6_1.jpg,182,2
train/136_c2s5_0.jpg,136,2
train/181_c4s3_6.jpg,181,4
train/29_c4s5_8.jpg,29,4
train/136_c1s6_2.jpg,136,1
train/139_c3s2_2.jpg,139,3
train/43_c2s2_5.jpg,43,2
train/168_c1s4_8.jpg,168,1
train/73_c1s6_6.jpg,73,1
train/95_c1s2_6.jpg,95,1
train/25_c5s4_2.jpg,25,5
train/165_c2s5_15.jpg,165,2
train/148_c1s4_1.jpg,148,1
train/141_c3s3_10.jpg,141,3
train/94_c3s4_9.jpg,94,3
train/2_c2s1_1.jpg,2,2
train/19_c3s3_1.jpg,19,3
train/115_c1s4_7.jpg,115,1
train/136_c1s2_6.jpg,136,1
train/131_c5s3_9.jpg,131,5
train/110_c1s2_4.jpg,110,1
train/49_c2s5_7.jpg,49,2
train/145_c3s3_1.jpg,145,3
train/19_c1s1_11.jpg,19,1
train/175_c1s5_7.jpg,175,1
train/14_c1s4_3.jpg,14,1
train/96_c6s3_2.jpg,96,6
train/153_c3s4_0.jpg,153,3
train/5_c3s6_7.jpg,5,3
train/140_c3s5_0.jpg,140,3
train/6_c5s3_0.jpg,6,5
train/51_c5s3_3.jpg,51,5
train/175_c6s2_13.jpg,175,6
train/186_c5s6_2.jpg,186,5
train/115_c1s2_3.jpg,115,1
train/169_c1s6_13.jpg,169,1
train/172_c1s4_0.jpg,172,1
train/46_c2s4_4.jpg,46,2
train/186_c5s4_0.jpg,186,5
train/118_c1s6_4.jpg,118,1
train/155_c3s6_9.jpg,155,3
train/81_c1s4_5.jpg,81,1
train/104_c2s1_3.jpg,104,2
train/43_c3s2_2.jpg,43,3
train/132_c6s6_1.jpg,132,6
train/168_c5s2_5.jpg,168,5
train/131_c3s2_7.jpg,131,3
train/100_c5s1_3.jpg,100,5
train/65_c2s2_4.jpg,65,2
train/186_c3s1_8.jpg,186,3
train/135_c6s1_1.jpg,135,6
train/181_c4s1_13.jpg,181,4
train/45_c5s1_7.jpg,45,5
train/48_c4s5_5.jpg,48,4
train/118_c1s4_7.jpg,118,1
train/81_c3s5_1.jpg,81,3
train/186_c4s4_4.jpg,186,4
train/15_c6s6_4.jpg,15,6
train/135_c4s2_6.jpg,135,4
train/96_c2s1_9.jpg,96,2
train/73_c2s1_3.jpg,73,2
train/103_c3s2_2.jpg,103,3
train/30_c3s4_7.jpg,30,3
train/49_c3s5_1.jpg,49,3
train/169_c1s1_3.jpg,169,1
train/108_c5s5_1.jpg,108,5
train/94_c4s1_6.jpg,94,4
train/5_c1s5_1.jpg,5,1
train/81_c2s1_0.jpg,81,2
train/130_c6s3_6.jpg,130,6
train/155_c6s4_7.jpg,155,6
train/115_c1s4_4.jpg,115,1
train/151_c5s5_10.jpg,151,5
train/94_c3s6_8.jpg,94,3
train/155_c4s5_2.jpg,155,4
train/169_c4s3_14.jpg,169,4
train/168_c6s5_3.jpg,168,6
train/117_c6s2_8.jpg,117,6
train/159_c3s5_5.jpg,159,3
